t	nsat	m	n	chi	lambda	k	timebudget
300	221143	280506	9061	0.4	50	2	5
350	221387	280506	9061	0.4	50	2	5
300	220809	280506	9061	0.4	50	2	5
300	220600	280506	9061	0.4	50	2	5
300	223162	280506	9061	0.4	50	2	5
300	220574	280506	9061	0.4	50	2	5
300	221120	280506	9061	0.4	50	2	5
350	220358	280506	9061	0.4	50	2	5
300	221735	280506	9061	0.4	50	2	5
300	219525	280506	9061	0.4	50	2	5
250	220403	280506	9061	0.4	50	2	5
300	221317	280506	9061	0.4	50	2	5
300	220627	280506	9061	0.4	50	2	5
300	220989	280506	9061	0.4	50	2	5
300	221465	280506	9061	0.4	50	2	5
300	221936	280506	9061	0.4	50	2	5
250	220704	280506	9061	0.4	50	2	5
300	222205	280506	9061	0.4	50	2	5
300	220994	280506	9061	0.4	50	2	5
300	221489	280506	9061	0.4	50	2	5
300	220976	280506	9061	0.4	50	2	5
300	221155	280506	9061	0.4	50	2	5
300	221249	280506	9061	0.4	50	2	5
300	221882	280506	9061	0.4	50	2	5
300	220820	280506	9061	0.4	50	2	5
300	220128	280506	9061	0.4	50	2	5
300	221848	280506	9061	0.4	50	2	5
300	219405	280506	9061	0.4	50	2	5
250	220618	280506	9061	0.4	50	2	5
350	221499	280506	9061	0.4	50	2	5
300	221867	280506	9061	0.4	50	2	5
300	221663	280506	9061	0.4	50	2	5
300	221196	280506	9061	0.4	50	2	5
300	221497	280506	9061	0.4	50	2	5
300	222496	280506	9061	0.4	50	2	5
300	221317	280506	9061	0.4	50	2	5
300	220581	280506	9061	0.4	50	2	5
300	221829	280506	9061	0.4	50	2	5
350	222235	280506	9061	0.4	50	2	5
300	221180	280506	9061	0.4	50	2	5
300	220562	280506	9061	0.4	50	2	5
300	221133	280506	9061	0.4	50	2	5
300	221519	280506	9061	0.4	50	2	5
300	220955	280506	9061	0.4	50	2	5
350	222293	280506	9061	0.4	50	2	5
300	220414	280506	9061	0.4	50	2	5
300	221199	280506	9061	0.4	50	2	5
300	220955	280506	9061	0.4	50	2	5
300	221488	280506	9061	0.4	50	2	5
250	220446	280506	9061	0.4	50	2	5
300	220735	280506	9061	0.4	50	2	5
300	222524	280506	9061	0.4	50	2	5
300	221348	280506	9061	0.4	50	2	5
300	221727	280506	9061	0.4	50	2	5
350	221632	280506	9061	0.4	50	2	5
300	221152	280506	9061	0.4	50	2	5
300	222238	280506	9061	0.4	50	2	5
300	221204	280506	9061	0.4	50	2	5
300	221543	280506	9061	0.4	50	2	5
350	221816	280506	9061	0.4	50	2	5
350	220401	280506	9061	0.4	50	2	5
350	221951	280506	9061	0.4	50	2	5
300	220831	280506	9061	0.4	50	2	5
300	221207	280506	9061	0.4	50	2	5
300	221579	280506	9061	0.4	50	2	5
350	220767	280506	9061	0.4	50	2	5
300	220766	280506	9061	0.4	50	2	5
350	222119	280506	9061	0.4	50	2	5
300	221479	280506	9061	0.7	50	2	5
300	221653	280506	9061	0.7	50	2	5
250	221265	280506	9061	0.7	50	2	5
300	221536	280506	9061	0.7	50	2	5
300	220634	280506	9061	0.7	50	2	5
300	221231	280506	9061	0.7	50	2	5
300	221426	280506	9061	0.7	50	2	5
300	221008	280506	9061	0.7	50	2	5
300	221770	280506	9061	0.7	50	2	5
300	220587	280506	9061	0.7	50	2	5
300	221436	280506	9061	0.7	50	2	5
300	221037	280506	9061	0.7	50	2	5
300	220920	280506	9061	0.7	50	2	5
300	221543	280506	9061	0.7	50	2	5
300	220803	280506	9061	0.7	50	2	5
250	220238	280506	9061	0.7	50	2	5
300	221625	280506	9061	0.7	50	2	5
300	221475	280506	9061	0.7	50	2	5
300	220530	280506	9061	0.7	50	2	5
350	221687	280506	9061	0.7	50	2	5
300	220184	280506	9061	0.7	50	2	5
300	221071	280506	9061	0.7	50	2	5
250	220121	280506	9061	0.7	50	2	5
250	220445	280506	9061	0.7	50	2	5
300	220934	280506	9061	0.7	50	2	5
350	221203	280506	9061	0.7	50	2	5
350	221259	280506	9061	0.7	50	2	5
300	221923	280506	9061	0.7	50	2	5
300	221599	280506	9061	0.7	50	2	5
300	221313	280506	9061	0.7	50	2	5
250	219895	280506	9061	0.7	50	2	5
300	221472	280506	9061	0.7	50	2	5
300	221106	280506	9061	0.7	50	2	5
300	221158	280506	9061	0.7	50	2	5
300	222665	280506	9061	0.7	50	2	5
300	221508	280506	9061	0.7	50	2	5
300	221084	280506	9061	0.7	50	2	5
350	222914	280506	9061	0.7	50	2	5
300	221106	280506	9061	0.7	50	2	5
250	220028	280506	9061	0.7	50	2	5
200	220276	280506	9061	0.7	50	2	5
300	221314	280506	9061	0.7	50	2	5
250	220201	280506	9061	0.7	50	2	5
300	222111	280506	9061	0.7	50	2	5
300	221351	280506	9061	0.7	50	2	5
300	220684	280506	9061	0.7	50	2	5
300	219289	280506	9061	0.7	50	2	5
300	220275	280506	9061	0.7	50	2	5
300	221528	280506	9061	0.7	50	2	5
300	220237	280506	9061	0.7	50	2	5
300	221331	280506	9061	0.7	50	2	5
300	222559	280506	9061	0.7	50	2	5
300	221018	280506	9061	0.7	50	2	5
300	221110	280506	9061	0.7	50	2	5
300	220724	280506	9061	0.7	50	2	5
300	221454	280506	9061	0.7	50	2	5
300	221608	280506	9061	0.7	50	2	5
300	220297	280506	9061	0.7	50	2	5
300	220973	280506	9061	0.7	50	2	5
300	221803	280506	9061	0.7	50	2	5
300	221742	280506	9061	0.7	50	2	5
300	220625	280506	9061	0.7	50	2	5
350	221809	280506	9061	0.7	50	2	5
300	220231	280506	9061	0.7	50	2	5
300	221383	280506	9061	0.7	50	2	5
300	221251	280506	9061	0.7	50	2	5
250	220577	280506	9061	0.7	50	2	5
250	220664	280506	9061	0.7	50	2	5
300	221091	280506	9061	0.7	50	2	5
300	221512	280506	9061	0.7	50	2	5
300	220682	280506	9061	0.7	50	2	5
300	222365	280506	9061	0.7	50	2	5
350	221563	280506	9061	0.7	50	2	5
300	220522	280506	9061	0.7	50	2	5
300	221470	280506	9061	0.7	50	2	5
300	221975	280506	9061	0.7	50	2	5
350	221714	280506	9061	0.7	50	2	5
350	221472	280506	9061	0.7	50	2	5
300	221271	280506	9061	0.7	50	2	5
350	221137	280506	9061	0.7	50	2	5
300	222502	280506	9061	0.7	50	2	5
300	221235	280506	9061	0.7	50	2	5
300	220283	280506	9061	0.7	50	2	5
300	220309	280506	9061	0.7	50	2	5
300	220635	280506	9061	0.7	50	2	5
300	221893	280506	9061	0.7	50	2	5
300	221656	280506	9061	0.7	50	2	5
350	220500	280506	9061	0.7	50	2	5
250	221030	280506	9061	0.7	50	2	5
250	220951	280506	9061	0.7	50	2	5
250	219797	280506	9061	0.7	50	2	5
250	219966	280506	9061	0.7	50	2	5
300	220752	280506	9061	0.7	50	2	5
300	220807	280506	9061	0.7	50	2	5
350	221014	280506	9061	0.7	50	2	5
300	221335	280506	9061	0.7	50	2	5
300	220819	280506	9061	0.7	50	2	5
300	222453	280506	9061	0.7	50	2	5
300	221087	280506	9061	0.7	50	2	5
250	219765	280506	9061	0.7	50	2	5
300	221405	280506	9061	1.0	50	2	5
300	221471	280506	9061	1.0	50	2	5
300	221284	280506	9061	1.0	50	2	5
300	220978	280506	9061	1.0	50	2	5
300	221523	280506	9061	1.0	50	2	5
300	223307	280506	9061	1.0	50	2	5
300	221576	280506	9061	1.0	50	2	5
300	221053	280506	9061	1.0	50	2	5
350	221736	280506	9061	1.0	50	2	5
350	221676	280506	9061	1.0	50	2	5
300	221173	280506	9061	1.0	50	2	5
300	221563	280506	9061	1.0	50	2	5
300	220217	280506	9061	1.0	50	2	5
250	221167	280506	9061	1.0	50	2	5
300	221555	280506	9061	1.0	50	2	5
300	219915	280506	9061	1.0	50	2	5
300	221679	280506	9061	1.0	50	2	5
300	221937	280506	9061	1.0	50	2	5
300	222463	280506	9061	1.0	50	2	5
300	220464	280506	9061	1.0	50	2	5
300	220826	280506	9061	1.0	50	2	5
300	221351	280506	9061	1.0	50	2	5
300	221907	280506	9061	1.0	50	2	5
300	220795	280506	9061	1.0	50	2	5
300	220695	280506	9061	1.0	50	2	5
300	220678	280506	9061	1.0	50	2	5
300	221328	280506	9061	1.0	50	2	5
300	221911	280506	9061	1.0	50	2	5
300	221553	280506	9061	1.0	50	2	5
200	219824	280506	9061	1.0	50	2	5
250	219759	280506	9061	1.0	50	2	5
250	221800	280506	9061	1.0	50	2	5
300	221174	280506	9061	1.0	50	2	5
300	220880	280506	9061	1.0	50	2	5
300	222013	280506	9061	1.0	50	2	5
300	222081	280506	9061	1.0	50	2	5
300	220818	280506	9061	1.0	50	2	5
350	220882	280506	9061	1.0	50	2	5
350	221761	280506	9061	1.0	50	2	5
300	219729	280506	9061	1.0	50	2	5
300	222719	280506	9061	1.0	50	2	5
350	221525	280506	9061	1.0	50	2	5
300	221009	280506	9061	1.0	50	2	5
300	221454	280506	9061	1.0	50	2	5
300	221027	280506	9061	1.0	50	2	5
300	221056	280506	9061	1.0	50	2	5
300	220418	280506	9061	1.0	50	2	5
300	222457	280506	9061	1.0	50	2	5
300	220745	280506	9061	1.0	50	2	5
300	220833	280506	9061	1.0	50	2	5
300	220348	280506	9061	1.0	50	2	5
300	221368	280506	9061	1.0	50	2	5
300	220751	280506	9061	1.0	50	2	5
300	219346	280506	9061	1.0	50	2	5
250	219906	280506	9061	1.0	50	2	5
250	220744	280506	9061	1.0	50	2	5
300	221888	280506	9061	1.0	50	2	5
300	223158	280506	9061	1.0	50	2	5
350	222651	280506	9061	1.0	50	2	5
300	220592	280506	9061	1.0	50	2	5
300	220237	280506	9061	1.0	50	2	5
250	220796	280506	9061	1.0	50	2	5
300	219985	280506	9061	1.0	50	2	5
300	220673	280506	9061	1.0	50	2	5
300	221533	280506	9061	1.0	50	2	5
350	220679	280506	9061	1.0	50	2	5
300	221572	280506	9061	1.0	50	2	5
300	220205	280506	9061	1.0	50	2	5
300	220781	280506	9061	1.0	50	2	5
300	220669	280506	9061	1.0	50	2	5
300	221008	280506	9061	1.0	50	2	5
300	222349	280506	9061	1.0	50	2	5
300	220370	280506	9061	1.0	50	2	5
300	219819	280506	9061	1.0	50	2	5
300	220749	280506	9061	1.0	50	2	5
350	220690	280506	9061	1.0	50	2	5
300	219984	280506	9061	1.0	50	2	5
300	221289	280506	9061	1.0	50	2	5
250	220098	280506	9061	1.0	50	2	5
300	222586	280506	9061	1.0	50	2	5
350	222391	280506	9061	1.0	50	2	5
300	222046	280506	9061	1.0	50	2	5
300	220845	280506	9061	1.0	50	2	5
350	221641	280506	9061	1.0	50	2	5
300	221131	280506	9061	1.0	50	2	5
300	221503	280506	9061	1.0	50	2	5
300	220959	280506	9061	1.0	50	2	5
300	220821	280506	9061	1.0	50	2	5
300	220782	280506	9061	1.0	50	2	5
250	221429	280506	9061	1.0	50	2	5
300	221728	280506	9061	1.0	50	2	5
300	221772	280506	9061	1.0	50	2	5
300	221989	280506	9061	1.0	50	2	5
300	220951	280506	9061	1.0	50	2	5
300	221539	280506	9061	1.0	50	2	5
300	221492	280506	9061	1.0	50	2	5
300	221015	280506	9061	1.0	50	2	5
300	220626	280506	9061	1.0	50	2	5
300	220908	280506	9061	1.0	50	2	5
350	222131	280506	9061	1.0	50	2	5
300	223354	280506	9061	1.3	50	2	5
250	219779	280506	9061	1.3	50	2	5
300	220283	280506	9061	1.3	50	2	5
350	221434	280506	9061	1.3	50	2	5
300	221398	280506	9061	1.3	50	2	5
250	221264	280506	9061	1.3	50	2	5
300	221059	280506	9061	1.3	50	2	5
300	220905	280506	9061	1.3	50	2	5
300	221634	280506	9061	1.3	50	2	5
300	223198	280506	9061	1.3	50	2	5
300	221134	280506	9061	1.3	50	2	5
300	221542	280506	9061	1.3	50	2	5
300	219787	280506	9061	1.3	50	2	5
300	220835	280506	9061	1.3	50	2	5
300	220424	280506	9061	1.3	50	2	5
300	220864	280506	9061	1.3	50	2	5
300	220318	280506	9061	1.3	50	2	5
300	221610	280506	9061	1.3	50	2	5
300	220513	280506	9061	1.3	50	2	5
300	221345	280506	9061	1.3	50	2	5
350	221940	280506	9061	1.3	50	2	5
350	221393	280506	9061	1.3	50	2	5
300	221502	280506	9061	1.3	50	2	5
250	220383	280506	9061	1.3	50	2	5
300	221320	280506	9061	1.3	50	2	5
300	220181	280506	9061	1.3	50	2	5
300	220725	280506	9061	1.3	50	2	5
350	222525	280506	9061	1.3	50	2	5
300	221376	280506	9061	1.3	50	2	5
300	220931	280506	9061	1.3	50	2	5
300	221704	280506	9061	1.3	50	2	5
300	221639	280506	9061	1.3	50	2	5
300	221589	280506	9061	1.3	50	2	5
300	221289	280506	9061	1.3	50	2	5
300	221864	280506	9061	1.3	50	2	5
250	220970	280506	9061	1.3	50	2	5
300	221973	280506	9061	1.3	50	2	5
300	221273	280506	9061	1.3	50	2	5
300	222403	280506	9061	1.3	50	2	5
350	220512	280506	9061	1.3	50	2	5
300	220849	280506	9061	1.3	50	2	5
350	220779	280506	9061	1.3	50	2	5
300	221571	280506	9061	1.3	50	2	5
300	220834	280506	9061	1.3	50	2	5
350	222124	280506	9061	1.3	50	2	5
300	220779	280506	9061	1.3	50	2	5
300	220814	280506	9061	1.3	50	2	5
300	221888	280506	9061	1.3	50	2	5
300	221546	280506	9061	1.3	50	2	5
300	221328	280506	9061	1.3	50	2	5
300	220700	280506	9061	1.3	50	2	5
300	221936	280506	9061	1.3	50	2	5
300	220298	280506	9061	1.3	50	2	5
300	220178	280506	9061	1.3	50	2	5
250	220671	280506	9061	1.3	50	2	5
300	220607	280506	9061	1.3	50	2	5
300	220281	280506	9061	1.3	50	2	5
300	220522	280506	9061	1.3	50	2	5
350	221018	280506	9061	1.3	50	2	5
300	220403	280506	9061	1.3	50	2	5
300	220912	280506	9061	1.3	50	2	5
300	222619	280506	9061	1.3	50	2	5
250	220214	280506	9061	1.3	50	2	5
300	220492	280506	9061	1.3	50	2	5
350	221340	280506	9061	1.3	50	2	5
300	220940	280506	9061	1.3	50	2	5
300	220376	280506	9061	1.3	50	2	5
300	220582	280506	9061	1.3	50	2	5
300	220570	280506	9061	1.3	50	2	5
300	221455	280506	9061	1.3	50	2	5
350	222321	280506	9061	1.3	50	2	5
350	222321	280506	9061	1.3	50	2	5
300	219663	280506	9061	1.3	50	2	5
300	221278	280506	9061	1.3	50	2	5
300	221423	280506	9061	1.3	50	2	5
300	221349	280506	9061	1.3	50	2	5
300	222115	280506	9061	1.3	50	2	5
300	221405	280506	9061	1.3	50	2	5
300	221659	280506	9061	1.3	50	2	5
350	222510	280506	9061	1.3	50	2	5
300	220284	280506	9061	1.3	50	2	5
300	222374	280506	9061	1.3	50	2	5
300	220298	280506	9061	1.3	50	2	5
250	220576	280506	9061	1.3	50	2	5
250	219514	280506	9061	1.3	50	2	5
300	220694	280506	9061	1.3	50	2	5
300	221296	280506	9061	1.3	50	2	5
300	221784	280506	9061	1.3	50	2	5
300	221580	280506	9061	1.3	50	2	5
300	220546	280506	9061	1.3	50	2	5
300	221035	280506	9061	1.3	50	2	5
300	221403	280506	9061	1.3	50	2	5
300	220841	280506	9061	1.3	50	2	5
300	220184	280506	9061	1.3	50	2	5
300	221545	280506	9061	1.3	50	2	5
250	220026	280506	9061	1.3	50	2	5
300	220810	280506	9061	1.3	50	2	5
300	220936	280506	9061	1.3	50	2	5
300	221578	280506	9061	1.3	50	2	5
300	220808	280506	9061	1.3	50	2	5
300	219886	280506	9061	1.6	50	2	5
300	222367	280506	9061	1.6	50	2	5
300	221272	280506	9061	1.6	50	2	5
300	220697	280506	9061	1.6	50	2	5
300	222327	280506	9061	1.6	50	2	5
300	221541	280506	9061	1.6	50	2	5
300	222280	280506	9061	1.6	50	2	5
300	222660	280506	9061	1.6	50	2	5
300	220959	280506	9061	1.6	50	2	5
300	220409	280506	9061	1.6	50	2	5
300	221525	280506	9061	1.6	50	2	5
300	220746	280506	9061	1.6	50	2	5
300	222005	280506	9061	1.6	50	2	5
300	222021	280506	9061	1.6	50	2	5
300	221629	280506	9061	1.6	50	2	5
350	221799	280506	9061	1.6	50	2	5
300	221376	280506	9061	1.6	50	2	5
300	220636	280506	9061	1.6	50	2	5
300	221449	280506	9061	1.6	50	2	5
300	221787	280506	9061	1.6	50	2	5
300	221854	280506	9061	1.6	50	2	5
300	220652	280506	9061	1.6	50	2	5
300	220539	280506	9061	1.6	50	2	5
300	220614	280506	9061	1.6	50	2	5
300	220569	280506	9061	1.6	50	2	5
250	221268	280506	9061	1.6	50	2	5
350	220299	280506	9061	1.6	50	2	5
300	221017	280506	9061	1.6	50	2	5
300	221218	280506	9061	1.6	50	2	5
300	220488	280506	9061	1.6	50	2	5
300	221382	280506	9061	1.6	50	2	5
300	221198	280506	9061	1.6	50	2	5
300	220427	280506	9061	1.6	50	2	5
350	221280	280506	9061	1.6	50	2	5
350	220867	280506	9061	1.6	50	2	5
300	221762	280506	9061	1.6	50	2	5
300	221332	280506	9061	1.6	50	2	5
300	221802	280506	9061	1.6	50	2	5
300	219866	280506	9061	1.6	50	2	5
300	221585	280506	9061	1.6	50	2	5
300	222656	280506	9061	1.6	50	2	5
300	220647	280506	9061	1.6	50	2	5
300	220001	280506	9061	1.6	50	2	5
300	221891	280506	9061	1.6	50	2	5
350	220820	280506	9061	1.6	50	2	5
300	221969	280506	9061	1.6	50	2	5
300	221120	280506	9061	1.6	50	2	5
300	220687	280506	9061	1.6	50	2	5
350	220378	280506	9061	1.6	50	2	5
300	220657	280506	9061	1.6	50	2	5
300	219729	280506	9061	1.6	50	2	5
250	220437	280506	9061	1.6	50	2	5
250	221234	280506	9061	1.6	50	2	5
300	220860	280506	9061	1.6	50	2	5
300	221909	280506	9061	1.6	50	2	5
300	222076	280506	9061	1.6	50	2	5
300	221388	280506	9061	1.6	50	2	5
300	222075	280506	9061	1.6	50	2	5
300	221337	280506	9061	1.6	50	2	5
300	221121	280506	9061	1.6	50	2	5
250	220184	280506	9061	1.6	50	2	5
300	221150	280506	9061	1.6	50	2	5
300	221436	280506	9061	1.6	50	2	5
300	221258	280506	9061	1.6	50	2	5
300	222091	280506	9061	1.6	50	2	5
200	221096	280506	9061	1.6	50	2	5
200	219187	280506	9061	1.6	50	2	5
200	219412	280506	9061	1.6	50	2	5
200	218738	280506	9061	1.6	50	2	5
200	219144	280506	9061	1.6	50	2	5
300	221454	280506	9061	1.6	50	2	5
250	219615	280506	9061	1.6	50	2	5
300	222346	280506	9061	1.6	50	2	5
300	222735	280506	9061	1.6	50	2	5
300	220138	280506	9061	1.6	50	2	5
300	221586	280506	9061	1.6	50	2	5
300	220033	280506	9061	1.6	50	2	5
250	220585	280506	9061	1.6	50	2	5
300	221427	280506	9061	1.6	50	2	5
300	221014	280506	9061	1.6	50	2	5
300	221210	280506	9061	1.6	50	2	5
300	221095	280506	9061	1.6	50	2	5
300	219968	280506	9061	1.6	50	2	5
300	220275	280506	9061	1.6	50	2	5
300	220947	280506	9061	1.6	50	2	5
300	221404	280506	9061	1.6	50	2	5
300	221133	280506	9061	1.6	50	2	5
300	220857	280506	9061	1.6	50	2	5
300	220386	280506	9061	1.6	50	2	5
350	222245	280506	9061	1.6	50	2	5
300	221645	280506	9061	1.6	50	2	5
300	220849	280506	9061	1.6	50	2	5
300	220597	280506	9061	1.6	50	2	5
300	221661	280506	9061	1.6	50	2	5
300	221183	280506	9061	1.6	50	2	5
300	221815	280506	9061	1.6	50	2	5
300	220758	280506	9061	1.6	50	2	5
350	222058	280506	9061	1.6	50	2	5
300	221211	280506	9061	1.6	50	2	5
300	222124	280506	9061	1.6	50	2	5
250	220435	280506	9061	1.9000000000000001	50	2	5
250	221417	280506	9061	1.9000000000000001	50	2	5
300	221289	280506	9061	1.9000000000000001	50	2	5
300	220793	280506	9061	1.9000000000000001	50	2	5
300	220862	280506	9061	1.9000000000000001	50	2	5
300	221515	280506	9061	1.9000000000000001	50	2	5
250	219577	280506	9061	1.9000000000000001	50	2	5
350	221063	280506	9061	1.9000000000000001	50	2	5
300	220844	280506	9061	1.9000000000000001	50	2	5
300	222046	280506	9061	1.9000000000000001	50	2	5
300	220498	280506	9061	1.9000000000000001	50	2	5
300	220739	280506	9061	1.9000000000000001	50	2	5
300	221805	280506	9061	1.9000000000000001	50	2	5
300	221164	280506	9061	1.9000000000000001	50	2	5
300	221365	280506	9061	1.9000000000000001	50	2	5
300	221687	280506	9061	1.9000000000000001	50	2	5
300	221206	280506	9061	1.9000000000000001	50	2	5
300	221975	280506	9061	1.9000000000000001	50	2	5
300	220553	280506	9061	1.9000000000000001	50	2	5
300	221607	280506	9061	1.9000000000000001	50	2	5
300	221726	280506	9061	1.9000000000000001	50	2	5
300	220835	280506	9061	1.9000000000000001	50	2	5
300	220426	280506	9061	1.9000000000000001	50	2	5
300	223226	280506	9061	1.9000000000000001	50	2	5
300	221678	280506	9061	1.9000000000000001	50	2	5
300	221368	280506	9061	1.9000000000000001	50	2	5
300	221095	280506	9061	1.9000000000000001	50	2	5
300	221536	280506	9061	1.9000000000000001	50	2	5
300	220274	280506	9061	1.9000000000000001	50	2	5
300	221156	280506	9061	1.9000000000000001	50	2	5
300	220308	280506	9061	1.9000000000000001	50	2	5
300	220705	280506	9061	1.9000000000000001	50	2	5
300	220237	280506	9061	1.9000000000000001	50	2	5
250	219899	280506	9061	1.9000000000000001	50	2	5
250	220292	280506	9061	1.9000000000000001	50	2	5
200	218901	280506	9061	1.9000000000000001	50	2	5
200	220471	280506	9061	1.9000000000000001	50	2	5
200	219415	280506	9061	1.9000000000000001	50	2	5
200	219335	280506	9061	1.9000000000000001	50	2	5
200	219462	280506	9061	1.9000000000000001	50	2	5
200	220113	280506	9061	1.9000000000000001	50	2	5
200	220137	280506	9061	1.9000000000000001	50	2	5
250	219890	280506	9061	1.9000000000000001	50	2	5
200	220257	280506	9061	1.9000000000000001	50	2	5
250	219528	280506	9061	1.9000000000000001	50	2	5
300	221278	280506	9061	1.9000000000000001	50	2	5
300	221411	280506	9061	1.9000000000000001	50	2	5
250	220586	280506	9061	1.9000000000000001	50	2	5
300	220898	280506	9061	1.9000000000000001	50	2	5
250	218932	280506	9061	1.9000000000000001	50	2	5
300	220673	280506	9061	1.9000000000000001	50	2	5
